Бренд,Модель,Год,Город,Кузов,"Объем двигателя, л",Пробег,Коробка передач,Руль,Цвет,Привод,Растаможен в Казахстане,Цена,Средння цена,На заказ,VIN,Аварийная/Не на ходу,Двигатель
Mitsubishi,Galant, 2009,Алматы,седан,2.4 (газ-бензин),222 км,автомат,слева,серебристый металлик,передний привод,Да,4 000 000 ₸,4 100 000,,,,
Toyota,Camry, 2003,Нур-Султан (Астана),седан,2.4 (бензин),208 300 км,автомат,слева,серый,передний привод,Нет,3 500 000 ₸,4 104 000,На заказ,,,
Chevrolet,Lacetti, 2011,Актобе,хэтчбек,1.6 (бензин),155 700 км,механика,слева,серебристый металлик,передний привод,Да,2 550 000 ₸,2 551 000,,,,
Toyota,Land Cruiser, 2006,Алматы,внедорожник,4.7 (газ-бензин),458 000 км,типтроник,слева,белый,полный привод,Да,8 800 000 ₸,9 147 000,,,,
Volkswagen,Passat, 1991,Шымкент,универсал,2 (бензин),360 553 км,механика,слева,черный,передний привод,Да,1 200 000 ₸,1 075 000,,,,
Subaru,Legacy, 2007,Алматы,седан,2 (бензин),,автомат,слева,синий металлик,полный привод,Да,3 900 000 ₸,4 329 000,,,,
Volkswagen,Polo, 2016,Нур-Султан (Астана),седан,1.6 (бензин),161 км,механика,слева,белый,передний привод,Нет,2 300 000 ₸,4 624 000,,,,
Kia,Rio, 2019,Тараз,хэтчбек,1.6 (бензин),28 000 км,автомат,слева,черный,передний привод,Да,6 900 000 ₸,6 607 000,,,,
Peugeot,307, 2006,Актобе,хэтчбек,1.6 (бензин),150 000 км,автомат,слева,синий,передний привод,Нет,1 600 000 ₸,1 983 000,,,,
BMW,X5, 2007,Караганда,кроссовер,3 (бензин),,автомат,слева,черный металлик,полный привод,Да,6 800 000 ₸,7 020 000,,,,
BMW,530, 2003,Костанай,седан,3 (газ-бензин),308 000 км,автомат,слева,серебристый,задний привод,Да,3 500 000 ₸,4 488 000,,,,
Subaru,Outback, 2000,Алматы,универсал,2.5 (бензин),,механика,слева,белый,полный привод,Да,2 850 000 ₸,3 018 000,,,,
ВАЗ (Lada),2114 (хэтчбек), 2011,Туркестан,хэтчбек,1.6 (бензин),,механика,слева,черный,,Да,1 400 000 ₸,,,,Да,
Mercedes-Benz,E 320, 2003,Алматы,седан,3.2 (бензин),,типтроник,слева,золотистый металлик,задний привод,Да,5 500 000 ₸,4 030 000,,,,
Toyota,Camry, 2018,Алматы,седан,3.5 (бензин),19 000 км,типтроник,слева,белый,передний привод,Да,15 999 999 ₸,12 966 000,,,,
ГАЗ,ГАЗель, 2005,Алматы,фургон,2.9 (газ-бензин),,механика,слева,белый,задний привод,Да,3 400 000 ₸,3 068 000,,,,
ГАЗ,ГАЗель, 2006,Сарыагаш,микроавтобус,2.3 (газ-бензин),,механика,слева,серебристый металлик,полный привод,Нет,1 500 000 ₸,3 066 000,,X9632213*70****59,,
Lexus,RX 300, 2003,Караганда,кроссовер,3 (газ-бензин),,автомат,слева,золотистый металлик,полный привод,Да,5 500 000 ₸,5 319 000,,,,
Subaru,Tribeca, 2006,Актау,микровэн,3 (газ-бензин),,автомат,слева,белый металлик,полный привод,Да,4 800 000 ₸,4 858 000,,,,
Toyota,Camry, 2008,Атырау,седан,2.4 (бензин),,автомат,слева,,,Нет,3 700 000 ₸,5 382 000,,,,
ВАЗ (Lada),2110 (седан), 2005,Уральск,седан,1.6 (бензин),,механика,слева,зеленый,передний привод,Нет,620 000 ₸,823 000,,,,
Skoda,Superb, 2013,Актобе,универсал,1.8 (бензин),72 000 км,автомат,слева,серебристый металлик,передний привод,Да,5 600 000 ₸,5 418 000,,,,
Lexus,ES 300, 2002,Нур-Султан (Астана),седан,3 (газ-бензин),,автомат,слева,бордовый металлик,передний привод,Да,4 700 000 ₸,4 646 000,,,,
Toyota,Estima, 2006,Актобе,минивэн,2.4 (бензин),144 000 км,автомат,справа,черный металлик,полный привод,Нет,3 300 000 ₸,5 820 000,,,,
Toyota,Corolla, 2013,Семей,седан,1.6 (бензин),165 000 км,автомат,слева,белый,передний привод,Да,5 800 000 ₸,5 570 000,,JTNBV58E*0J****62,,
ГАЗ,3110 (Волга), 1997,Кентау,седан,2.4 (газ-бензин),,механика,слева,серебристый металлик,задний привод,Да,1 000 000 ₸,640 000,,,,
BMW,530, 2008,Алматы,седан,3 (бензин),247 000 км,типтроник,слева,синий металлик,полный привод,Да,7 100 000 ₸,6 100 000,,,,
ГАЗ,ГАЗель, 2011,Актобе,фургон,2.8 (дизель),,механика,слева,белый,задний привод,Нет,3 100 000 ₸,4 491 000,,,,
Hyundai,Avante, 2017,Алматы,седан,1.6 (бензин),38 700 км,автомат,слева,красный,передний привод,Да,7 500 000 ₸,6 500 000,,,,
ВАЗ (Lada),2110 (седан), 2001,Костанай,седан,1.5 (бензин),,механика,слева,серебристый металлик,,Нет,280 000 ₸,672 000,,,,
Volkswagen,Jetta, 2015,Алматы,седан,1.6 (бензин),92 000 км,механика,слева,белый,передний привод,Да,4 800 000 ₸,5 050 000,,,,
Lexus,LS 460, 2012,Нур-Султан (Астана),седан,4.6 (бензин),115 000 км,автомат,слева,черный металлик,полный привод,Да,11 500 000 ₸,12 375 000,,,,
Toyota,Camry, 2018,Алматы,седан,2.5 (бензин),24 000 км,автомат,слева,белый,передний привод,Да,14 100 000 ₸,12 966 000,,,,
Mercedes-Benz,E 260, 1990,Тараз,седан,2.6 (бензин),,автомат,слева,серый,задний привод,Да,500 000 ₸,1 245 000,,,,
Suzuki,XL7, 2002,Атырау,кроссовер,2.7 (бензин),150 000 км,автомат,слева,серебристый,полный привод,Да,3 000 000 ₸,3 000 000,,,,
Toyota,Yaris, 2007,Павлодар,седан,1.3 (бензин),177 000 км,автомат,слева,белый,передний привод,Нет,2 600 000 ₸,3 346 000,,,,
Mercedes-Benz,CLS 350, 2011,Караганда,седан,3.5 (бензин),146 000 км,автомат,слева,черный,задний привод,Да,9 700 000 ₸,9 800 000,,,,
Nissan,GT-R, 2014,Алматы,седан,3.8 (бензин),22 000 км,робот,слева,белый металлик,,Да,27 000 000 ₸,27 667 000,,,,
Kia,Cerato, 2014,Нур-Султан (Астана),седан,1.6 (бензин),140 000 км,автомат,слева,белый металлик,передний привод,Да,5 300 000 ₸,5 343 000,,,,
Subaru,Forester, 2005,Алматы,универсал,2.5 (бензин),289 681 км,механика,слева,черный металлик,полный привод,Да,3 500 000 ₸,4 511 000,,,,
Mercedes-Benz,C 220, 1994,Нур-Султан (Астана),седан,2.2 (бензин),,механика,слева,серый металлик,задний привод,Да,1 500 000 ₸,1 676 000,,,,
Lexus,LS 460, 2010,Алматы,седан,4.6 (бензин),34 000 км,автомат,слева,белый металлик,задний привод,Да,16 900 000 ₸,9 175 000,,,,
Toyota,Land Cruiser Prado, 2004,Усть-Каменогорск,внедорожник,2.7 (бензин),235 000 км,автомат,слева,серебристый металлик,полный привод,Да,7 350 000 ₸,8 077 000,,,,
Audi,RS 7, 2015,Алматы,фастбек,4 (бензин),53 000 км,автомат,слева,черный металлик,полный привод,Да,33 000 000 ₸,33 000 000,,,,
Toyota,Camry, 2012,Туркестан,седан,2.5 (бензин),160 000 км,автомат,слева,черный металлик,передний привод,Да,8 000 000 ₸,8 000 000,,,,
ВАЗ (Lada),1119 (хэтчбек), 2007,Актобе,хэтчбек,1.5 (бензин),,механика,слева,,,Нет,750 000 ₸,1 250 000,,,,
ВАЗ (Lada),2114 (хэтчбек), 2005,Кызылорда,хэтчбек,1.5 (бензин),121 000 км,механика,слева,синий металлик,передний привод,Нет,490 000 ₸,932 000,,,,
BMW,525, 2008,Шымкент,седан,3 (бензин),215 000 км,автомат,слева,серый металлик,полный привод,Да,6 000 000 ₸,5 283 000,,,,
Lexus,GS 350, 2013,Алматы,седан,3.5 (бензин),128 000 км,типтроник,слева,черный металлик,полный привод,Да,13 500 000 ₸,12 396 000,,,,
Toyota,Hilux, 2018,Актау,пикап,4 (газ-бензин),80 000 км,автомат,слева,белый металлик,полный привод,Да,20 000 000 ₸,15 977 000,,,,
Toyota,Land Cruiser Prado, 2014,Усть-Каменогорск,внедорожник,3 (дизель),151 000 км,типтроник,слева,черный металлик,полный привод,Да,20 000 000 ₸,15 442 000,,,,
Toyota,Hilux Surf, 1996,Нур-Султан (Астана),внедорожник,3.4 (бензин),,автомат,справа,серебристый,полный привод,Да,3 500 000 ₸,3 346 000,,,,
Toyota,Camry, 2018,Нур-Султан (Астана),седан,2.5 (бензин),62 000 км,типтроник,слева,черный,передний привод,Да,13 200 000 ₸,12 966 000,,,,
ВАЗ (Lada),Largus, 2013,Актобе,универсал,1.6 (газ-бензин),190 000 км,механика,слева,серый металлик,передний привод,Да,2 200 000 ₸,2 938 000,,12345678*00****00,,
Hyundai,Solaris, 2011,Кокшетау,седан,1.6 (бензин),158 000 км,типтроник,слева,вишня,передний привод,Нет,2 900 000 ₸,3 753 000,,,,
Nissan,Primera, 1996,Алматы,седан,2 (бензин),,механика,слева,серебристый,передний привод,Да,1 400 000 ₸,1 136 000,,,,
BMW,320, 2008,Атырау,седан,2 (бензин),,автомат,слева,,задний привод,Нет,3 400 000 ₸,4 125 000,,,,
Nissan,Almera, 2015,Кокшетау,хэтчбек,1.6 (бензин),41 000 км,механика,слева,серебристый,передний привод,Да,4 000 000 ₸,3 899 000,,,,
Lexus,LS 600h, 2013,Алматы,седан,5 (бензин),103 000 км,автомат,слева,белый,полный привод,Да,16 500 000 ₸,20 000 000,,,,
